500-100/500-100, 1.0,1.0
10000/10000, 1.0,1.0
10000/7500, 1.0,1.0
7500/10000, 1.0,1.0
7500/7500, 1.0,1.0
500-150/500-150, 1.0,1.0
10000/10000, 1.0,1.0
10000/7500, 1.0,1.0
7500/10000, 1.0,1.0
7500/7500, 1.0,1.0
